# Wind Data Export
# Region: North Carolina
# Date: 2024-01-08 to 2024-01-09
# Resolution: 0.25 degrees
# Bounds: (33.8, -84.3) to (36.6, -75.4)
# Valid Points: 444/444
# Units: mph
# Source: demo_data
#
latitude,longitude,peak_wind_speed,avg_wind_speed,peak_gust,peak_direction,observation_count
34.05,-76.55,18.6,14.0,27.4,210.0,48
34.05,-76.3,17.5,13.2,25.9,210.0,48
34.05,-76.05,17.3,13.1,25.6,210.0,48
34.05,-75.8,18.4,13.9,27.1,210.0,48
34.05,-75.55,19.3,14.5,28.4,210.0,48
34.05,-75.3,19.5,14.7,28.7,210.0,48
34.3,-84.3,19.8,14.6,39.3,81.0,48
34.3,-84.05,21.3,15.6,42.1,82.0,48
34.3,-83.8,21.2,15.6,41.9,82.0,48
34.3,-83.55,21.3,15.6,42.1,83.0,48
34.3,-83.3,21.4,15.8,42.4,84.0,48
34.3,-83.05,20.9,15.4,41.3,85.0,48
34.3,-82.8,21.1,15.5,41.7,87.0,48
34.3,-82.55,23.7,17.4,46.8,90.0,48
34.3,-82.3,26.8,19.7,53.1,96.0,48
34.3,-82.05,27.2,20.0,53.9,115.0,48
34.3,-81.8,25.1,18.5,49.6,194.0,48
34.3,-81.55,24.1,17.7,47.6,235.0,48
34.3,-81.3,25.9,19.0,51.2,244.0,48
34.3,-81.05,27.9,20.5,55.2,249.0,48
34.3,-80.8,28.8,21.2,57.0,251.0,48
34.3,-80.55,29.8,21.9,58.9,252.0,48
34.3,-80.3,30.4,22.4,60.2,253.0,48
34.3,-80.05,28.9,21.2,57.1,254.0,48
34.3,-79.8,25.6,18.8,50.6,254.0,48
34.3,-79.55,23.6,17.4,46.8,255.0,48
34.3,-79.3,24.0,17.7,47.5,255.0,48
34.3,-79.05,24.2,17.8,47.9,255.0,48
34.3,-78.8,22.3,16.4,35.4,256.0,48
34.3,-78.55,19.5,14.4,31.0,256.0,48
34.3,-78.3,17.5,12.9,27.8,256.0,48
34.3,-78.05,16.0,11.8,25.4,256.0,48
34.3,-77.8,14.7,10.8,23.4,256.0,48
34.3,-77.55,15.0,11.1,23.8,256.0,48
34.3,-77.3,16.8,12.4,26.7,256.0,48
34.3,-77.05,18.8,13.8,29.8,257.0,48
34.3,-76.8,18.5,14.0,27.4,210.0,48
34.3,-76.55,17.5,13.2,25.8,210.0,48
34.3,-76.3,17.3,13.1,25.5,210.0,48
34.3,-76.05,18.4,13.9,27.1,210.0,48
34.3,-75.8,19.2,14.5,28.4,210.0,48
34.3,-75.55,19.3,14.6,28.5,210.0,48
34.3,-75.3,19.4,14.6,28.6,210.0,48
34.55,-84.3,20.2,14.8,39.9,76.0,48
34.55,-84.05,19.9,14.7,39.5,75.0,48
34.55,-83.8,19.9,14.7,39.5,75.0,48
34.55,-83.55,20.2,14.8,39.9,74.0,48
34.55,-83.3,19.8,14.6,39.2,74.0,48
34.55,-83.05,20.2,14.8,39.9,73.0,48
34.55,-82.8,22.8,16.7,45.0,71.0,48
34.55,-82.55,25.8,19.0,51.1,69.0,48
34.55,-82.3,26.3,19.3,52.0,64.0,48
34.55,-82.05,24.8,18.2,49.1,47.0,48
34.55,-81.8,24.9,18.4,49.4,318.0,48
34.55,-81.55,27.2,20.0,53.8,278.0,48
34.55,-81.3,29.4,21.7,58.3,269.0,48
34.55,-81.05,30.4,22.3,60.1,266.0,48
34.55,-80.8,31.2,22.9,61.7,264.0,48
34.55,-80.55,31.6,23.3,62.6,263.0,48
34.55,-80.3,29.9,22.0,59.1,262.0,48
34.55,-80.05,26.5,19.5,52.5,262.0,48
34.55,-79.8,24.6,18.1,48.6,261.0,48
34.55,-79.55,25.0,18.4,49.6,261.0,48
34.55,-79.3,25.3,18.6,50.0,261.0,48
34.55,-79.05,23.2,17.1,46.0,260.0,48
34.55,-78.8,20.3,14.9,32.2,260.0,48
34.55,-78.55,18.3,13.5,29.0,260.0,48
34.55,-78.3,16.9,12.4,26.8,260.0,48
34.55,-78.05,15.5,11.4,24.6,260.0,48
34.55,-77.8,15.1,11.1,24.0,260.0,48
34.55,-77.55,17.0,12.5,26.9,260.0,48
34.55,-77.3,18.9,13.9,29.9,260.0,48
34.55,-77.05,18.9,13.9,30.0,260.0,48
34.55,-76.8,17.4,13.1,25.7,210.0,48
34.55,-76.55,17.2,13.0,25.4,210.0,48
34.55,-76.3,18.3,13.8,27.0,210.0,48
34.55,-76.05,19.2,14.5,28.3,210.0,48
34.55,-75.8,19.2,14.5,28.3,210.0,48
34.55,-75.55,19.1,14.4,28.2,210.0,48
34.55,-75.3,18.8,14.2,27.7,210.0,48
34.8,-84.3,18.6,13.7,36.8,70.0,48
34.8,-84.05,18.6,13.7,36.7,69.0,48
34.8,-83.8,18.8,13.9,37.3,68.0,48
34.8,-83.55,18.7,13.7,37.0,66.0,48
34.8,-83.3,19.2,14.1,38.0,64.0,48
34.8,-83.05,21.7,16.0,42.9,61.0,48
34.8,-82.8,24.6,18.1,48.6,57.0,48
34.8,-82.55,24.9,18.3,49.3,50.0,48
34.8,-82.3,23.6,17.4,46.7,38.0,48
34.8,-82.05,24.2,17.8,47.9,15.0,48
34.8,-81.8,27.5,20.2,54.4,338.0,48
34.8,-81.55,30.3,22.3,60.1,307.0,48
34.8,-81.3,31.5,23.2,62.3,291.0,48
34.8,-81.05,32.2,23.7,63.7,282.0,48
34.8,-80.8,32.5,23.9,64.2,277.0,48
34.8,-80.55,30.6,22.5,60.6,274.0,48
34.8,-80.3,27.2,20.0,53.8,271.0,48
34.8,-80.05,25.3,18.6,50.1,269.0,48
34.8,-79.8,25.9,19.1,51.3,268.0,48
34.8,-79.55,26.1,19.2,51.7,267.0,48
34.8,-79.3,24.0,17.7,47.5,266.0,48
34.8,-79.05,20.9,15.4,41.4,266.0,48
34.8,-78.8,18.9,13.9,30.0,265.0,48
34.8,-78.55,17.7,13.0,28.1,264.0,48
34.8,-78.3,16.5,12.1,26.1,264.0,48
34.8,-78.05,16.0,11.8,25.4,264.0,48
34.8,-77.8,17.1,12.6,27.2,263.0,48
34.8,-77.55,18.9,13.9,30.0,263.0,48
34.8,-77.3,18.9,13.9,29.9,263.0,48
34.8,-77.05,17.7,13.0,28.0,262.0,48
34.8,-76.8,17.1,12.9,25.3,210.0,48
34.8,-76.55,18.3,13.8,27.0,210.0,48
34.8,-76.3,19.1,14.4,28.2,210.0,48
34.8,-76.05,19.0,14.3,28.0,210.0,48
34.8,-75.8,18.7,14.1,27.7,210.0,48
34.8,-75.55,18.3,13.8,27.0,210.0,48
34.8,-75.3,16.8,12.7,24.7,210.0,48
35.05,-84.3,17.1,12.6,33.9,64.0,48
35.05,-84.05,17.5,12.9,34.6,63.0,48
35.05,-83.8,17.5,12.9,34.6,61.0,48
35.05,-83.55,18.1,13.3,35.9,58.0,48
35.05,-83.3,20.6,15.1,40.7,55.0,48
35.05,-83.05,23.2,17.1,46.0,51.0,48
35.05,-82.8,23.6,17.3,46.6,45.0,48
35.05,-82.55,22.4,16.5,44.3,36.0,48
35.05,-82.3,23.2,17.1,46.0,24.0,48
35.05,-82.05,26.8,19.7,53.1,5.0,48
35.05,-81.8,30.2,22.2,59.8,342.0,48
35.05,-81.55,31.7,23.4,62.8,321.0,48
35.05,-81.3,32.5,23.9,64.4,305.0,48
35.05,-81.05,32.8,24.1,64.9,295.0,48
35.05,-80.8,31.0,22.8,61.3,288.0,48
35.05,-80.55,27.6,20.3,54.6,283.0,48
35.05,-80.3,25.9,19.0,51.2,280.0,48
35.05,-80.05,26.6,19.5,52.6,277.0,48
35.05,-79.8,26.8,19.7,53.1,275.0,48
35.05,-79.55,24.6,18.1,48.6,273.0,48
35.05,-79.3,21.4,15.8,42.4,272.0,48
35.05,-79.05,19.5,14.3,38.6,270.0,48
35.05,-78.8,18.4,13.6,29.3,269.0,48
35.05,-78.55,17.4,12.8,27.6,269.0,48
35.05,-78.3,17.1,12.6,27.1,268.0,48
35.05,-78.05,17.9,13.2,28.4,267.0,48
35.05,-77.8,18.9,13.9,30.0,267.0,48
35.05,-77.55,18.8,13.8,29.8,266.0,48
35.05,-77.3,17.6,12.9,27.9,266.0,48
35.05,-77.05,17.4,12.8,27.6,265.0,48
35.05,-76.8,18.2,13.7,26.8,210.0,48
35.05,-76.55,19.0,14.3,28.0,210.0,48
35.05,-76.3,18.8,14.2,27.7,210.0,48
35.05,-76.05,18.4,13.9,27.1,210.0,48
35.05,-75.8,17.8,13.5,26.3,210.0,48
35.05,-75.55,16.3,12.3,24.0,210.0,48
35.05,-75.3,14.1,10.7,20.8,210.0,48
35.3,-84.3,16.1,11.9,31.9,59.0,48
35.3,-84.05,16.3,12.0,32.3,57.0,48
35.3,-83.8,17.1,12.6,33.8,54.0,48
35.3,-83.55,19.4,14.3,38.4,51.0,48
35.3,-83.3,21.9,16.1,43.4,47.0,48
35.3,-83.05,22.2,16.4,44.0,42.0,48
35.3,-82.8,21.2,15.6,42.0,36.0,48
35.3,-82.55,22.2,16.4,44.0,27.0,48
35.3,-82.3,26.0,19.1,51.4,15.0,48
35.3,-82.05,29.5,21.7,58.4,,48
35.3,-81.8,31.2,23.0,61.8,344.0,48
35.3,-81.55,32.1,23.6,63.6,328.0,48
35.3,-81.3,32.5,23.9,64.3,315.0,48
35.3,-81.05,30.8,22.7,60.9,305.0,48
35.3,-80.8,27.6,20.3,54.7,297.0,48
35.3,-80.55,26.1,19.2,51.6,291.0,48
35.3,-80.3,26.9,19.8,53.3,287.0,48
35.3,-80.05,27.2,20.0,53.9,284.0,48
35.3,-79.8,24.9,18.3,49.3,281.0,48
35.3,-79.55,21.7,16.0,43.0,279.0,48
35.3,-79.3,19.9,14.6,39.4,277.0,48
35.3,-79.05,19.1,14.0,37.8,275.0,48
35.3,-78.8,18.3,13.5,29.0,274.0,48
35.3,-78.55,18.1,13.3,28.7,273.0,48
35.3,-78.3,19.0,14.0,30.2,272.0,48
35.3,-78.05,19.4,14.3,30.8,271.0,48
35.3,-77.8,18.7,13.8,29.7,270.0,48
35.3,-77.55,17.5,12.8,27.7,269.0,48
35.3,-77.3,17.3,12.7,27.5,269.0,48
35.3,-77.05,18.5,13.6,29.3,268.0,48
35.3,-76.8,18.9,14.2,27.8,210.0,48
35.3,-76.55,18.5,14.0,27.4,210.0,48
35.3,-76.3,18.0,13.6,26.5,210.0,48
35.3,-76.05,17.3,13.1,25.6,210.0,48
35.3,-75.8,15.8,11.9,23.3,210.0,48
35.3,-75.55,13.8,10.4,20.3,210.0,48
35.3,-75.3,13.2,10.0,19.5,210.0,48
35.55,-84.3,15.2,11.2,30.1,54.0,48
35.55,-84.05,16.0,11.8,31.7,51.0,48
35.55,-83.8,18.2,13.4,36.1,48.0,48
35.55,-83.55,20.6,15.1,40.7,45.0,48
35.55,-83.3,20.9,15.4,41.3,40.0,48
35.55,-83.05,20.1,14.8,39.7,35.0,48
35.55,-82.8,21.2,15.6,42.0,28.0,48
35.55,-82.55,25.0,18.4,49.4,20.0,48
35.55,-82.3,28.5,21.0,56.4,10.0,48
35.55,-82.05,30.2,22.2,59.8,358.0,48
35.55,-81.8,31.1,22.9,61.6,345.0,48
35.55,-81.55,31.6,23.2,62.5,332.0,48
35.55,-81.3,30.1,22.1,59.6,321.0,48
35.55,-81.05,27.2,20.0,53.9,312.0,48
35.55,-80.8,26.0,19.1,51.4,304.0,48
35.55,-80.55,27.0,19.9,53.4,298.0,48
35.55,-80.3,27.3,20.1,54.1,294.0,48
35.55,-80.05,25.0,18.4,49.5,290.0,48
35.55,-79.8,21.8,16.1,43.2,286.0,48
35.55,-79.55,20.2,14.8,39.9,284.0,48
35.55,-79.3,19.6,14.4,38.8,282.0,48
35.55,-79.05,19.0,14.0,30.2,280.0,48
35.55,-78.8,19.0,14.0,30.2,278.0,48
35.55,-78.55,20.0,14.7,31.7,277.0,48
35.55,-78.3,20.4,15.0,32.4,276.0,48
35.55,-78.05,18.8,13.8,29.8,274.0,48
35.55,-77.8,17.3,12.7,27.5,273.0,48
35.55,-77.55,17.2,12.7,27.3,273.0,48
35.55,-77.3,18.4,13.5,29.2,272.0,48
35.55,-77.05,19.1,14.1,30.3,271.0,48
35.55,-76.8,18.3,13.8,27.0,210.0,48
35.55,-76.55,17.6,13.3,25.9,210.0,48
35.55,-76.3,16.9,12.7,24.9,210.0,48
35.55,-76.05,15.3,11.6,22.6,210.0,48
35.55,-75.8,13.4,10.2,19.8,210.0,48
35.55,-75.55,13.0,9.8,19.3,210.0,48
35.55,-75.3,14.5,11.0,21.5,210.0,48
35.8,-84.3,14.9,11.0,29.6,49.0,48
35.8,-84.05,17.1,12.6,33.8,46.0,48
35.8,-83.8,19.2,14.2,38.1,43.0,48
35.8,-83.55,19.6,14.4,38.7,39.0,48
35.8,-83.3,18.9,13.9,37.5,35.0,48
35.8,-83.05,20.2,14.9,40.1,29.0,48
35.8,-82.8,23.9,17.6,47.4,23.0,48
35.8,-82.55,27.4,20.1,54.1,15.0,48
35.8,-82.3,28.9,21.3,57.3,6.0,48
35.8,-82.05,29.8,21.9,58.9,356.0,48
35.8,-81.8,30.2,22.2,59.8,345.0,48
35.8,-81.55,29.0,21.3,57.3,335.0,48
35.8,-81.3,26.5,19.5,52.4,326.0,48
35.8,-81.05,25.5,18.8,50.5,317.0,48
35.8,-80.8,26.7,19.7,52.8,310.0,48
35.8,-80.55,27.1,20.0,53.7,304.0,48
35.8,-80.3,24.9,18.3,49.2,299.0,48
35.8,-80.05,21.8,16.0,43.1,295.0,48
35.8,-79.8,20.3,14.9,40.2,292.0,48
35.8,-79.55,20.0,14.7,39.6,289.0,48
35.8,-79.3,19.7,14.5,39.0,286.0,48
35.8,-79.05,19.8,14.6,31.4,284.0,48
35.8,-78.8,20.8,15.3,33.1,282.0,48
35.8,-78.55,21.2,15.6,33.6,281.0,48
35.8,-78.3,19.5,14.3,30.9,279.0,48
35.8,-78.05,17.2,12.6,27.2,278.0,48
35.8,-77.8,17.1,12.6,27.1,277.0,48
35.8,-77.55,18.3,13.4,29.0,276.0,48
35.8,-77.3,18.9,13.9,30.0,275.0,48
35.8,-77.05,18.0,13.6,26.5,210.0,48
35.8,-76.8,17.2,12.9,25.3,210.0,48
35.8,-76.55,16.4,12.3,24.2,210.0,48
35.8,-76.3,14.9,11.3,22.0,210.0,48
35.8,-76.05,13.2,9.9,19.4,210.0,48
35.8,-75.8,12.9,9.7,19.1,210.0,48
35.8,-75.55,14.5,10.9,21.4,210.0,48
35.8,-75.3,15.8,11.9,23.3,210.0,48
36.05,-84.3,15.9,11.7,31.5,45.0,48
36.05,-84.05,17.9,13.2,35.5,42.0,48
36.05,-83.8,18.3,13.4,36.2,38.0,48
36.05,-83.55,17.8,13.1,35.2,34.0,48
36.05,-83.3,19.2,14.1,38.0,30.0,48
36.05,-83.05,22.8,16.8,45.2,25.0,48
36.05,-82.8,26.1,19.2,51.7,18.0,48
36.05,-82.55,27.5,20.2,54.5,11.0,48
36.05,-82.3,28.2,20.7,55.8,3.0,48
36.05,-82.05,28.6,21.0,56.5,355.0,48
36.05,-81.8,27.5,20.2,54.5,346.0,48
36.05,-81.55,25.4,18.7,50.2,337.0,48
36.05,-81.3,24.7,18.2,48.9,329.0,48
36.05,-81.05,26.1,19.2,51.6,321.0,48
36.05,-80.8,26.6,19.6,52.7,315.0,48
36.05,-80.55,24.4,18.0,48.4,309.0,48
36.05,-80.3,21.5,15.8,42.5,304.0,48
36.05,-80.05,20.3,14.9,40.1,300.0,48
36.05,-79.8,20.3,14.9,40.1,296.0,48
36.05,-79.55,20.2,14.9,40.0,293.0,48
36.05,-79.3,20.5,15.1,32.5,290.0,48
36.05,-79.05,21.5,15.8,34.1,288.0,48
36.05,-78.8,21.8,16.1,34.6,286.0,48
36.05,-78.55,20.0,14.7,31.8,284.0,48
36.05,-78.3,17.4,12.8,27.7,283.0,48
36.05,-78.05,16.9,12.5,26.9,281.0,48
36.05,-77.8,18.1,13.3,28.7,280.0,48
36.05,-77.55,18.7,13.8,29.7,279.0,48
36.05,-77.3,18.1,13.3,28.6,278.0,48
36.05,-77.05,16.7,12.6,24.7,210.0,48
36.05,-76.8,15.9,12.0,23.4,210.0,48
36.05,-76.55,14.5,10.9,21.4,210.0,48
36.05,-76.3,12.9,9.7,19.0,210.0,48
36.05,-76.05,12.8,9.7,18.9,210.0,48
36.05,-75.8,14.5,10.9,21.4,210.0,48
36.05,-75.55,15.7,11.9,23.2,210.0,48
36.05,-75.3,15.3,11.5,22.5,210.0,48
36.3,-84.3,16.6,12.2,26.3,41.0,48
36.3,-84.05,17.0,12.5,33.6,38.0,48
36.3,-83.8,16.7,12.3,33.0,34.0,48
36.3,-83.55,18.2,13.4,36.0,30.0,48
36.3,-83.3,21.7,16.0,42.9,26.0,48
36.3,-83.05,24.8,18.2,49.0,21.0,48
36.3,-82.8,26.0,19.1,51.4,15.0,48
36.3,-82.55,26.5,19.5,52.4,8.0,48
36.3,-82.3,26.8,19.7,53.0,1.0,48
36.3,-82.05,25.9,19.1,51.3,354.0,48
36.3,-81.8,24.1,17.7,47.7,346.0,48
36.3,-81.55,23.7,17.4,46.9,339.0,48
36.3,-81.3,25.2,18.5,49.9,331.0,48
36.3,-81.05,25.8,19.0,51.1,325.0,48
36.3,-80.8,23.8,17.5,47.0,318.0,48
36.3,-80.55,21.0,15.5,41.6,313.0,48
36.3,-80.3,20.0,14.8,39.7,308.0,48
36.3,-80.05,20.4,15.0,40.3,304.0,48
36.3,-79.8,20.6,15.1,40.7,300.0,48
36.3,-79.55,20.9,15.4,41.4,297.0,48
36.3,-79.3,22.0,16.2,34.8,294.0,48
36.3,-79.05,22.2,16.4,35.2,292.0,48
36.3,-78.8,20.4,15.0,32.3,289.0,48
36.3,-78.55,17.8,13.1,28.2,288.0,48
36.3,-78.3,16.8,12.3,26.6,286.0,48
36.3,-78.05,18.0,13.2,28.5,284.0,48
36.3,-77.8,18.5,13.6,29.4,283.0,48
36.3,-77.55,17.7,13.0,28.1,282.0,48
36.3,-77.3,16.6,12.2,26.4,280.0,48
36.3,-77.05,15.4,11.6,22.7,210.0,48
36.3,-76.8,14.1,10.6,20.8,210.0,48
36.3,-76.55,12.7,9.6,18.7,210.0,48
36.3,-76.3,12.7,9.6,18.8,210.0,48
36.3,-76.05,14.5,10.9,21.3,210.0,48
36.3,-75.8,15.7,11.9,23.2,210.0,48
36.3,-75.55,15.2,11.5,22.4,210.0,48
36.3,-75.3,14.2,10.7,21.0,210.0,48
36.55,-84.3,15.7,11.5,24.9,37.0,48
36.55,-84.05,15.6,11.5,24.7,34.0,48
36.55,-83.8,17.1,12.6,33.8,31.0,48
36.55,-83.55,20.5,15.1,40.5,27.0,48
36.55,-83.3,23.3,17.2,46.2,22.0,48
36.55,-83.05,24.4,17.9,48.2,17.0,48
36.55,-82.8,24.7,18.2,48.9,12.0,48
36.55,-82.55,24.9,18.3,49.4,6.0,48
36.55,-82.3,24.2,17.8,47.9,,48
36.55,-82.05,22.7,16.7,44.9,353.0,48
36.55,-81.8,22.5,16.6,44.5,346.0,48
36.55,-81.55,24.1,17.7,47.7,340.0,48
36.55,-81.3,24.8,18.2,49.0,333.0,48
36.55,-81.05,22.9,16.8,45.3,327.0,48
36.55,-80.8,20.4,15.0,40.3,321.0,48
36.55,-80.55,19.7,14.5,38.9,316.0,48
36.55,-80.3,20.3,14.9,40.2,312.0,48
36.55,-80.05,20.7,15.3,41.1,308.0,48
36.55,-79.8,21.2,15.6,42.0,304.0,48
36.55,-79.55,22.2,16.3,35.2,301.0,48
36.55,-79.3,22.4,16.5,35.5,298.0,48
36.55,-79.05,20.5,15.1,32.6,295.0,48
36.55,-78.8,18.0,13.2,28.5,293.0,48
36.55,-78.55,16.9,12.5,26.9,291.0,48
36.55,-78.3,17.8,13.1,28.2,289.0,48
36.55,-78.05,18.3,13.5,29.0,287.0,48
36.55,-77.8,17.4,12.8,27.5,286.0,48
36.55,-77.55,16.2,11.9,25.6,284.0,48
36.55,-77.3,14.9,11.3,22.1,210.0,48
36.55,-77.05,13.7,10.4,20.3,210.0,48
36.55,-76.8,12.5,9.4,18.4,210.0,48
36.55,-76.55,12.7,9.6,18.7,210.0,48
36.55,-76.3,14.5,10.9,21.3,210.0,48
36.55,-76.05,15.7,11.8,23.2,210.0,48
36.55,-75.8,15.1,11.4,22.3,210.0,48
36.55,-75.55,14.1,10.7,20.9,210.0,48
36.55,-75.3,14.4,10.9,21.3,210.0,48
