# Wind Data Export
# Region: Outer Banks, NC
# Date: 2024-01-08 to 2024-01-09
# Resolution: 0.025 degrees
# Bounds: (34.5, -76.5) to (36.5, -75.3)
# Valid Points: 3969/3969
# Units: mph
# Source: demo_data
#
latitude,longitude,peak_wind_speed,avg_wind_speed,peak_gust,peak_direction,observation_count
34.55,-75.8,19.2,14.5,28.3,210.0,48
34.55,-75.775,19.2,14.5,28.3,210.0,48
34.55,-75.75,19.1,14.5,28.3,210.0,48
34.55,-75.725,19.1,14.4,28.2,210.0,48
34.55,-75.7,19.1,14.4,28.2,210.0,48
34.55,-75.675,19.1,14.4,28.2,210.0,48
34.55,-75.65,19.1,14.4,28.2,210.0,48
34.55,-75.625,19.1,14.4,28.2,210.0,48
34.55,-75.6,19.1,14.4,28.2,210.0,48
34.55,-75.575,19.1,14.4,28.2,210.0,48
34.55,-75.55,19.1,14.4,28.2,210.0,48
34.55,-75.525,19.1,14.4,28.2,210.0,48
34.55,-75.5,19.1,14.4,28.2,210.0,48
34.55,-75.475,19.1,14.4,28.1,210.0,48
34.55,-75.45,19.0,14.4,28.1,210.0,48
34.55,-75.425,19.0,14.4,28.1,210.0,48
34.55,-75.4,19.0,14.3,28.1,210.0,48
34.55,-75.375,19.0,14.3,28.0,210.0,48
34.55,-75.35,18.9,14.3,27.9,210.0,48
34.55,-75.325,18.9,14.2,27.9,210.0,48
34.55,-75.3,18.8,14.2,27.7,210.0,48
34.575,-76.5,17.5,13.2,25.8,210.0,48
34.575,-76.475,17.6,13.3,25.9,210.0,48
34.575,-76.45,17.7,13.4,26.1,210.0,48
34.575,-76.425,17.8,13.4,26.3,210.0,48
34.575,-76.4,17.9,13.5,26.5,210.0,48
34.575,-76.375,18.1,13.6,26.7,210.0,48
34.575,-76.35,18.2,13.7,26.8,210.0,48
34.575,-76.325,18.3,13.8,27.0,210.0,48
34.575,-76.3,18.4,13.9,27.2,210.0,48
34.575,-76.275,18.5,14.0,27.4,210.0,48
34.575,-76.25,18.7,14.1,27.5,210.0,48
34.575,-76.225,18.8,14.2,27.7,210.0,48
34.575,-76.2,18.9,14.2,27.8,210.0,48
34.575,-76.175,18.9,14.3,28.0,210.0,48
34.575,-76.15,19.0,14.4,28.1,210.0,48
34.575,-76.125,19.1,14.4,28.2,210.0,48
34.575,-76.1,19.1,14.4,28.2,210.0,48
34.575,-76.075,19.2,14.5,28.3,210.0,48
34.575,-76.05,19.2,14.5,28.3,210.0,48
34.575,-76.025,19.2,14.5,28.4,210.0,48
34.575,-76.0,19.2,14.5,28.4,210.0,48
34.575,-75.975,19.2,14.5,28.4,210.0,48
34.575,-75.95,19.2,14.5,28.4,210.0,48
34.575,-75.925,19.2,14.5,28.4,210.0,48
34.575,-75.9,19.2,14.5,28.4,210.0,48
34.575,-75.875,19.2,14.5,28.3,210.0,48
34.575,-75.85,19.2,14.5,28.3,210.0,48
34.575,-75.825,19.2,14.5,28.3,210.0,48
34.575,-75.8,19.1,14.4,28.3,210.0,48
34.575,-75.775,19.1,14.4,28.2,210.0,48
34.575,-75.75,19.1,14.4,28.2,210.0,48
34.575,-75.725,19.1,14.4,28.2,210.0,48
34.575,-75.7,19.1,14.4,28.2,210.0,48
34.575,-75.675,19.1,14.4,28.1,210.0,48
34.575,-75.65,19.1,14.4,28.1,210.0,48
34.575,-75.625,19.1,14.4,28.1,210.0,48
34.575,-75.6,19.0,14.4,28.1,210.0,48
34.575,-75.575,19.0,14.4,28.1,210.0,48
34.575,-75.55,19.0,14.4,28.1,210.0,48
34.575,-75.525,19.0,14.4,28.1,210.0,48
34.575,-75.5,19.0,14.4,28.1,210.0,48
34.575,-75.475,19.0,14.4,28.1,210.0,48
34.575,-75.45,19.0,14.3,28.0,210.0,48
34.575,-75.425,19.0,14.3,28.0,210.0,48
34.575,-75.4,18.9,14.3,27.9,210.0,48
34.575,-75.375,18.9,14.3,27.9,210.0,48
34.575,-75.35,18.8,14.2,27.8,210.0,48
34.575,-75.325,18.7,14.2,27.7,210.0,48
34.575,-75.3,18.7,14.1,27.6,210.0,48
34.6,-76.5,17.6,13.3,25.9,210.0,48
34.6,-76.475,17.7,13.3,26.1,210.0,48
34.6,-76.45,17.8,13.4,26.3,210.0,48
34.6,-76.425,17.9,13.5,26.5,210.0,48
34.6,-76.4,18.1,13.6,26.6,210.0,48
34.6,-76.375,18.2,13.7,26.8,210.0,48
34.6,-76.35,18.3,13.8,27.0,210.0,48
34.6,-76.325,18.4,13.9,27.2,210.0,48
34.6,-76.3,18.5,14.0,27.4,210.0,48
34.6,-76.275,18.7,14.1,27.5,210.0,48
34.6,-76.25,18.8,14.2,27.7,210.0,48
34.6,-76.225,18.8,14.2,27.8,210.0,48
34.6,-76.2,18.9,14.3,28.0,210.0,48
34.6,-76.175,19.0,14.3,28.1,210.0,48
34.6,-76.15,19.1,14.4,28.1,210.0,48
34.6,-76.125,19.1,14.4,28.2,210.0,48
34.6,-76.1,19.2,14.5,28.3,210.0,48
34.6,-76.075,19.2,14.5,28.3,210.0,48
34.6,-76.05,19.2,14.5,28.4,210.0,48
34.6,-76.025,19.2,14.5,28.4,210.0,48
34.6,-76.0,19.2,14.5,28.4,210.0,48
34.6,-75.975,19.2,14.5,28.4,210.0,48
34.6,-75.95,19.2,14.5,28.4,210.0,48
34.6,-75.925,19.2,14.5,28.3,210.0,48
34.6,-75.9,19.2,14.5,28.3,210.0,48
34.6,-75.875,19.2,14.5,28.3,210.0,48
34.6,-75.85,19.1,14.5,28.3,210.0,48
34.6,-75.825,19.1,14.4,28.2,210.0,48
34.6,-75.8,19.1,14.4,28.2,210.0,48
34.6,-75.775,19.1,14.4,28.2,210.0,48
34.6,-75.75,19.1,14.4,28.1,210.0,48
34.6,-75.725,19.1,14.4,28.1,210.0,48
34.6,-75.7,19.0,14.4,28.1,210.0,48
34.6,-75.675,19.0,14.4,28.1,210.0,48
34.6,-75.65,19.0,14.4,28.1,210.0,48
34.6,-75.625,19.0,14.4,28.1,210.0,48
34.6,-75.6,19.0,14.4,28.1,210.0,48
34.6,-75.575,19.0,14.3,28.1,210.0,48
34.6,-75.55,19.0,14.3,28.0,210.0,48
34.6,-75.525,19.0,14.3,28.0,210.0,48
34.6,-75.5,19.0,14.3,28.0,210.0,48
34.6,-75.475,18.9,14.3,28.0,210.0,48
34.6,-75.45,18.9,14.3,27.9,210.0,48
34.6,-75.425,18.9,14.3,27.9,210.0,48
34.6,-75.4,18.8,14.2,27.8,210.0,48
34.6,-75.375,18.8,14.2,27.7,210.0,48
34.6,-75.35,18.7,14.1,27.6,210.0,48
34.6,-75.325,18.6,14.1,27.5,210.0,48
34.6,-75.3,18.5,14.0,27.3,210.0,48
34.625,-76.5,17.7,13.3,26.1,210.0,48
34.625,-76.475,17.8,13.4,26.3,210.0,48
34.625,-76.45,17.9,13.5,26.5,210.0,48
34.625,-76.425,18.0,13.6,26.6,210.0,48
34.625,-76.4,18.2,13.7,26.8,210.0,48
34.625,-76.375,18.3,13.8,27.0,210.0,48
34.625,-76.35,18.4,13.9,27.2,210.0,48
34.625,-76.325,18.5,14.0,27.4,210.0,48
34.625,-76.3,18.6,14.1,27.5,210.0,48
34.625,-76.275,18.8,14.2,27.7,210.0,48
34.625,-76.25,18.8,14.2,27.8,210.0,48
34.625,-76.225,18.9,14.3,27.9,210.0,48
34.625,-76.2,19.0,14.3,28.0,210.0,48
34.625,-76.175,19.1,14.4,28.1,210.0,48
34.625,-76.15,19.1,14.4,28.2,210.0,48
34.625,-76.125,19.2,14.5,28.3,210.0,48
34.625,-76.1,19.2,14.5,28.3,210.0,48
34.625,-76.075,19.2,14.5,28.3,210.0,48
34.625,-76.05,19.2,14.5,28.4,210.0,48
34.625,-76.025,19.2,14.5,28.4,210.0,48
34.625,-76.0,19.2,14.5,28.4,210.0,48
34.625,-75.975,19.2,14.5,28.3,210.0,48
34.625,-75.95,19.2,14.5,28.3,210.0,48
34.625,-75.925,19.2,14.5,28.3,210.0,48
34.625,-75.9,19.1,14.5,28.3,210.0,48
34.625,-75.875,19.1,14.4,28.2,210.0,48
34.625,-75.85,19.1,14.4,28.2,210.0,48
34.625,-75.825,19.1,14.4,28.2,210.0,48
34.625,-75.8,19.1,14.4,28.1,210.0,48
34.625,-75.775,19.0,14.4,28.1,210.0,48
34.625,-75.75,19.0,14.4,28.1,210.0,48
34.625,-75.725,19.0,14.4,28.1,210.0,48
34.625,-75.7,19.0,14.3,28.1,210.0,48
34.625,-75.675,19.0,14.3,28.0,210.0,48
34.625,-75.65,19.0,14.3,28.0,210.0,48
34.625,-75.625,19.0,14.3,28.0,210.0,48
34.625,-75.6,19.0,14.3,28.0,210.0,48
34.625,-75.575,19.0,14.3,28.0,210.0,48
34.625,-75.55,18.9,14.3,28.0,210.0,48
34.625,-75.525,18.9,14.3,27.9,210.0,48
34.625,-75.5,18.9,14.3,27.9,210.0,48
34.625,-75.475,18.9,14.3,27.9,210.0,48
34.625,-75.45,18.8,14.2,27.8,210.0,48
34.625,-75.425,18.8,14.2,27.7,210.0,48
34.625,-75.4,18.7,14.1,27.6,210.0,48
34.625,-75.375,18.7,14.1,27.5,210.0,48
34.625,-75.35,18.6,14.0,27.4,210.0,48
34.625,-75.325,18.5,13.9,27.3,210.0,48
34.625,-75.3,18.3,13.9,27.1,210.0,48
34.65,-76.5,17.8,13.4,26.3,210.0,48
34.65,-76.475,17.9,13.5,26.4,210.0,48
34.65,-76.45,18.0,13.6,26.6,210.0,48
34.65,-76.425,18.2,13.7,26.8,210.0,48
34.65,-76.4,18.3,13.8,27.0,210.0,48
34.65,-76.375,18.4,13.9,27.2,210.0,48
34.65,-76.35,18.5,14.0,27.4,210.0,48
34.65,-76.325,18.6,14.1,27.5,210.0,48
34.65,-76.3,18.7,14.2,27.7,210.0,48
34.65,-76.275,18.8,14.2,27.8,210.0,48
34.65,-76.25,18.9,14.3,27.9,210.0,48
34.65,-76.225,19.0,14.3,28.0,210.0,48
34.65,-76.2,19.1,14.4,28.1,210.0,48
34.65,-76.175,19.1,14.4,28.2,210.0,48
34.65,-76.15,19.1,14.5,28.3,210.0,48
34.65,-76.125,19.2,14.5,28.3,210.0,48
34.65,-76.1,19.2,14.5,28.3,210.0,48
34.65,-76.075,19.2,14.5,28.3,210.0,48
34.65,-76.05,19.2,14.5,28.3,210.0,48
34.65,-76.025,19.2,14.5,28.3,210.0,48
34.65,-76.0,19.2,14.5,28.3,210.0,48
34.65,-75.975,19.2,14.5,28.3,210.0,48
34.65,-75.95,19.1,14.5,28.3,210.0,48
34.65,-75.925,19.1,14.4,28.2,210.0,48
34.65,-75.9,19.1,14.4,28.2,210.0,48
34.65,-75.875,19.1,14.4,28.2,210.0,48
34.65,-75.85,19.1,14.4,28.1,210.0,48
34.65,-75.825,19.0,14.4,28.1,210.0,48
34.65,-75.8,19.0,14.4,28.1,210.0,48
34.65,-75.775,19.0,14.3,28.0,210.0,48
34.65,-75.75,19.0,14.3,28.0,210.0,48
34.65,-75.725,19.0,14.3,28.0,210.0,48
34.65,-75.7,19.0,14.3,28.0,210.0,48
34.65,-75.675,19.0,14.3,28.0,210.0,48
34.65,-75.65,18.9,14.3,28.0,210.0,48
34.65,-75.625,18.9,14.3,28.0,210.0,48
34.65,-75.6,18.9,14.3,27.9,210.0,48
34.65,-75.575,18.9,14.3,27.9,210.0,48
34.65,-75.55,18.9,14.3,27.9,210.0,48
34.65,-75.525,18.9,14.2,27.9,210.0,48
34.65,-75.5,18.8,14.2,27.8,210.0,48
34.65,-75.475,18.8,14.2,27.7,210.0,48
34.65,-75.45,18.7,14.2,27.7,210.0,48
34.65,-75.425,18.7,14.1,27.6,210.0,48
34.65,-75.4,18.6,14.0,27.5,210.0,48
34.65,-75.375,18.5,14.0,27.3,210.0,48
34.65,-75.35,18.4,13.9,27.2,210.0,48
34.65,-75.325,18.3,13.8,27.0,210.0,48
34.65,-75.3,18.2,13.7,26.8,210.0,48
34.675,-76.5,17.9,13.5,26.4,210.0,48
34.675,-76.475,18.0,13.6,26.6,210.0,48
34.675,-76.45,18.2,13.7,26.8,210.0,48
34.675,-76.425,18.3,13.8,27.0,210.0,48
34.675,-76.4,18.4,13.9,27.2,210.0,48
34.675,-76.375,18.5,14.0,27.4,210.0,48
34.675,-76.35,18.6,14.1,27.5,210.0,48
34.675,-76.325,18.7,14.1,27.7,210.0,48
34.675,-76.3,18.8,14.2,27.8,210.0,48
34.675,-76.275,18.9,14.3,27.9,210.0,48
34.675,-76.25,19.0,14.3,28.0,210.0,48
34.675,-76.225,19.0,14.4,28.1,210.0,48
34.675,-76.2,19.1,14.4,28.2,210.0,48
34.675,-76.175,19.1,14.4,28.2,210.0,48
34.675,-76.15,19.2,14.5,28.3,210.0,48
34.675,-76.125,19.2,14.5,28.3,210.0,48
34.675,-76.1,19.2,14.5,28.3,210.0,48
34.675,-76.075,19.2,14.5,28.3,210.0,48
34.675,-76.05,19.2,14.5,28.3,210.0,48
34.675,-76.025,19.2,14.5,28.3,210.0,48
34.675,-76.0,19.2,14.5,28.3,210.0,48
34.675,-75.975,19.1,14.4,28.2,210.0,48
34.675,-75.95,19.1,14.4,28.2,210.0,48
34.675,-75.925,19.1,14.4,28.2,210.0,48
34.675,-75.9,19.1,14.4,28.1,210.0,48
34.675,-75.875,19.0,14.4,28.1,210.0,48
34.675,-75.85,19.0,14.4,28.1,210.0,48
34.675,-75.825,19.0,14.3,28.0,210.0,48
34.675,-75.8,19.0,14.3,28.0,210.0,48
34.675,-75.775,19.0,14.3,28.0,210.0,48
34.675,-75.75,18.9,14.3,28.0,210.0,48
34.675,-75.725,18.9,14.3,27.9,210.0,48
34.675,-75.7,18.9,14.3,27.9,210.0,48
34.675,-75.675,18.9,14.3,27.9,210.0,48
34.675,-75.65,18.9,14.3,27.9,210.0,48
34.675,-75.625,18.9,14.3,27.9,210.0,48
34.675,-75.6,18.9,14.2,27.9,210.0,48
34.675,-75.575,18.8,14.2,27.8,210.0,48
34.675,-75.55,18.8,14.2,27.8,210.0,48
34.675,-75.525,18.8,14.2,27.7,210.0,48
34.675,-75.5,18.7,14.2,27.7,210.0,48
34.675,-75.475,18.7,14.1,27.6,210.0,48
34.675,-75.45,18.6,14.1,27.5,210.0,48
34.675,-75.425,18.6,14.0,27.4,210.0,48
34.675,-75.4,18.5,13.9,27.3,210.0,48
34.675,-75.375,18.4,13.9,27.1,210.0,48
34.675,-75.35,18.2,13.8,26.9,210.0,48
34.675,-75.325,18.1,13.7,26.7,210.0,48
34.675,-75.3,18.0,13.6,26.5,210.0,48
34.7,-76.5,18.0,13.6,26.6,210.0,48
34.7,-76.475,18.2,13.7,26.8,210.0,48
34.7,-76.45,18.3,13.8,27.0,210.0,48
34.7,-76.425,18.4,13.9,27.2,210.0,48
34.7,-76.4,18.5,14.0,27.3,210.0,48
34.7,-76.375,18.6,14.1,27.5,210.0,48
34.7,-76.35,18.7,14.1,27.7,210.0,48
34.7,-76.325,18.8,14.2,27.8,210.0,48
34.7,-76.3,18.9,14.3,27.9,210.0,48
34.7,-76.275,19.0,14.3,28.0,210.0,48
34.7,-76.25,19.0,14.4,28.1,210.0,48
34.7,-76.225,19.1,14.4,28.2,210.0,48
34.7,-76.2,19.1,14.4,28.2,210.0,48
34.7,-76.175,19.2,14.5,28.3,210.0,48
34.7,-76.15,19.2,14.5,28.3,210.0,48
34.7,-76.125,19.2,14.5,28.3,210.0,48
34.7,-76.1,19.2,14.5,28.3,210.0,48
34.7,-76.075,19.2,14.5,28.3,210.0,48
34.7,-76.05,19.2,14.5,28.3,210.0,48
34.7,-76.025,19.1,14.5,28.3,210.0,48
34.7,-76.0,19.1,14.4,28.2,210.0,48
34.7,-75.975,19.1,14.4,28.2,210.0,48
34.7,-75.95,19.1,14.4,28.1,210.0,48
34.7,-75.925,19.0,14.4,28.1,210.0,48
34.7,-75.9,19.0,14.4,28.1,210.0,48
34.7,-75.875,19.0,14.3,28.0,210.0,48
34.7,-75.85,19.0,14.3,28.0,210.0,48
34.7,-75.825,18.9,14.3,28.0,210.0,48
34.7,-75.8,18.9,14.3,27.9,210.0,48
34.7,-75.775,18.9,14.3,27.9,210.0,48
34.7,-75.75,18.9,14.3,27.9,210.0,48
34.7,-75.725,18.9,14.3,27.9,210.0,48
34.7,-75.7,18.9,14.3,27.9,210.0,48
34.7,-75.675,18.9,14.2,27.8,210.0,48
34.7,-75.65,18.8,14.2,27.8,210.0,48
34.7,-75.625,18.8,14.2,27.8,210.0,48
34.7,-75.6,18.8,14.2,27.8,210.0,48
34.7,-75.575,18.8,14.2,27.7,210.0,48
34.7,-75.55,18.7,14.2,27.7,210.0,48
34.7,-75.525,18.7,14.1,27.6,210.0,48
34.7,-75.5,18.7,14.1,27.5,210.0,48
34.7,-75.475,18.6,14.0,27.4,210.0,48
34.7,-75.45,18.5,14.0,27.3,210.0,48
34.7,-75.425,18.4,13.9,27.2,210.0,48
34.7,-75.4,18.3,13.8,27.0,210.0,48
34.7,-75.375,18.2,13.7,26.9,210.0,48
34.7,-75.35,18.1,13.6,26.7,210.0,48
34.7,-75.325,17.9,13.5,26.4,210.0,48
34.7,-75.3,17.8,13.4,26.2,210.0,48
34.725,-76.5,18.2,13.7,26.8,210.0,48
34.725,-76.475,18.3,13.8,27.0,210.0,48
34.725,-76.45,18.4,13.9,27.2,210.0,48
34.725,-76.425,18.5,14.0,27.3,210.0,48
34.725,-76.4,18.6,14.1,27.5,210.0,48
34.725,-76.375,18.7,14.1,27.6,210.0,48
34.725,-76.35,18.8,14.2,27.8,210.0,48
34.725,-76.325,18.9,14.3,27.9,210.0,48
34.725,-76.3,19.0,14.3,28.0,210.0,48
34.725,-76.275,19.0,14.4,28.1,210.0,48
34.725,-76.25,19.1,14.4,28.2,210.0,48
34.725,-76.225,19.1,14.4,28.2,210.0,48
34.725,-76.2,19.1,14.5,28.3,210.0,48
34.725,-76.175,19.2,14.5,28.3,210.0,48
34.725,-76.15,19.2,14.5,28.3,210.0,48
34.725,-76.125,19.2,14.5,28.3,210.0,48
34.725,-76.1,19.2,14.5,28.3,210.0,48
34.725,-76.075,19.1,14.5,28.3,210.0,48
34.725,-76.05,19.1,14.4,28.2,210.0,48
34.725,-76.025,19.1,14.4,28.2,210.0,48
34.725,-76.0,19.1,14.4,28.2,210.0,48
34.725,-75.975,19.0,14.4,28.1,210.0,48
34.725,-75.95,19.0,14.4,28.1,210.0,48
34.725,-75.925,19.0,14.3,28.0,210.0,48
34.725,-75.9,19.0,14.3,28.0,210.0,48
34.725,-75.875,18.9,14.3,28.0,210.0,48
34.725,-75.85,18.9,14.3,27.9,210.0,48
34.725,-75.825,18.9,14.3,27.9,210.0,48
34.725,-75.8,18.9,14.3,27.9,210.0,48
34.725,-75.775,18.9,14.2,27.9,210.0,48
34.725,-75.75,18.9,14.2,27.8,210.0,48
34.725,-75.725,18.8,14.2,27.8,210.0,48
34.725,-75.7,18.8,14.2,27.8,210.0,48
34.725,-75.675,18.8,14.2,27.8,210.0,48
34.725,-75.65,18.8,14.2,27.7,210.0,48
34.725,-75.625,18.8,14.2,27.7,210.0,48
34.725,-75.6,18.7,14.1,27.7,210.0,48
34.725,-75.575,18.7,14.1,27.6,210.0,48
34.725,-75.55,18.7,14.1,27.5,210.0,48
34.725,-75.525,18.6,14.0,27.5,210.0,48
34.725,-75.5,18.5,14.0,27.4,210.0,48
34.725,-75.475,18.5,13.9,27.3,210.0,48
34.725,-75.45,18.4,13.9,27.1,210.0,48
34.725,-75.425,18.3,13.8,27.0,210.0,48
34.725,-75.4,18.2,13.7,26.8,210.0,48
34.725,-75.375,18.0,13.6,26.6,210.0,48
34.725,-75.35,17.9,13.5,26.4,210.0,48
34.725,-75.325,17.7,13.4,26.1,210.0,48
34.725,-75.3,17.5,13.2,25.9,210.0,48
34.75,-76.5,18.3,13.8,27.0,210.0,48
34.75,-76.475,18.4,13.9,27.2,210.0,48
34.75,-76.45,18.5,14.0,27.3,210.0,48
34.75,-76.425,18.6,14.1,27.5,210.0,48
34.75,-76.4,18.7,14.1,27.6,210.0,48
34.75,-76.375,18.8,14.2,27.8,210.0,48
34.75,-76.35,18.9,14.3,27.9,210.0,48
34.75,-76.325,19.0,14.3,28.0,210.0,48
34.75,-76.3,19.0,14.4,28.1,210.0,48
34.75,-76.275,19.1,14.4,28.2,210.0,48
34.75,-76.25,19.1,14.4,28.2,210.0,48
34.75,-76.225,19.1,14.4,28.2,210.0,48
34.75,-76.2,19.2,14.5,28.3,210.0,48
34.75,-76.175,19.2,14.5,28.3,210.0,48
34.75,-76.15,19.2,14.5,28.3,210.0,48
34.75,-76.125,19.1,14.5,28.3,210.0,48
