# Wind Data Export
# Region: North Carolina
# Date: 2024-01-07 to 2024-01-09
# Resolution: 0.25 degrees
# Bounds: (33.8, -84.3) to (36.6, -75.4)
# Valid Points: 444/444
# Units: mph
# Source: demo_data
#
latitude,longitude,peak_wind_speed,avg_wind_speed,peak_gust,peak_direction,observation_count
35.05,-84.3,14.6,10.7,21.3,59.0,72
35.05,-84.05,14.8,10.9,21.7,58.0,72
35.05,-83.8,14.6,10.8,26.4,56.0,72
35.05,-83.55,14.9,11.0,27.0,54.0,72
35.05,-83.3,17.0,12.5,30.7,51.0,72
35.05,-83.05,19.5,14.4,35.3,48.0,72
35.05,-82.8,20.1,14.8,36.3,44.0,72
35.05,-82.55,19.1,14.1,34.5,40.0,72
35.05,-82.3,19.6,14.4,35.4,34.0,72
35.05,-82.05,22.4,16.5,40.5,28.0,72
35.05,-81.8,25.6,18.9,46.3,20.0,72
35.05,-81.55,27.9,20.6,50.5,10.0,72
35.05,-81.3,30.2,22.2,54.6,359.0,72
35.05,-81.05,32.1,23.6,58.0,347.0,72
35.05,-80.8,31.4,23.2,56.9,336.0,72
35.05,-80.55,28.6,21.1,51.8,325.0,72
35.05,-80.3,27.0,19.9,48.9,316.0,72
35.05,-80.05,28.0,20.7,50.7,309.0,72
35.05,-79.8,28.9,21.3,52.3,303.0,72
35.05,-79.55,27.2,20.0,49.2,298.0,72
35.05,-79.3,24.3,17.9,44.0,294.0,72
35.05,-79.05,22.4,16.5,40.5,291.0,72
35.05,-78.8,21.0,15.5,38.0,288.0,72
35.05,-78.55,19.5,14.4,35.3,285.0,72
35.05,-78.3,19.0,14.0,27.8,283.0,72
35.05,-78.05,20.3,15.0,29.7,282.0,72
35.05,-77.8,21.4,15.8,31.3,280.0,72
35.05,-77.55,20.3,15.0,29.7,279.0,72
35.05,-77.3,17.9,13.2,26.2,278.0,72
35.05,-77.05,17.6,13.0,25.8,277.0,72
35.05,-76.8,18.6,13.7,27.3,276.0,72
35.05,-76.55,19.4,14.3,28.4,275.0,72
35.05,-76.3,19.4,14.3,28.4,274.0,72
35.05,-76.05,19.3,14.3,30.7,206.0,72
35.05,-75.8,19.1,14.1,30.4,206.0,72
35.05,-75.55,17.6,13.0,28.0,206.0,72
35.05,-75.3,15.2,11.2,24.1,206.0,72
35.3,-84.3,13.4,9.9,19.6,55.0,72
35.3,-84.05,13.4,9.9,19.6,53.0,72
35.3,-83.8,13.8,10.2,20.2,51.0,72
35.3,-83.55,15.8,11.6,28.6,49.0,72
35.3,-83.3,18.2,13.4,32.9,46.0,72
35.3,-83.05,18.7,13.8,33.8,43.0,72
35.3,-82.8,17.9,13.2,32.3,39.0,72
35.3,-82.55,18.5,13.6,33.4,35.0,72
35.3,-82.3,21.4,15.8,38.7,29.0,72
35.3,-82.05,24.5,18.1,44.4,23.0,72
35.3,-81.8,26.8,19.7,48.4,15.0,72
35.3,-81.55,28.9,21.3,52.2,7.0,72
35.3,-81.3,30.6,22.6,55.3,358.0,72
35.3,-81.05,30.0,22.1,54.4,348.0,72
35.3,-80.8,27.5,20.3,49.8,338.0,72
35.3,-80.55,26.3,19.4,47.5,329.0,72
35.3,-80.3,27.5,20.3,49.8,321.0,72
35.3,-80.05,28.5,21.0,51.5,314.0,72
35.3,-79.8,26.8,19.8,48.6,308.0,72
35.3,-79.55,24.0,17.7,43.5,303.0,72
35.3,-79.3,22.2,16.4,40.2,299.0,72
35.3,-79.05,21.1,15.6,38.2,295.0,72
35.3,-78.8,19.9,14.7,36.0,292.0,72
35.3,-78.55,19.7,14.5,35.6,290.0,72
35.3,-78.3,21.1,15.5,30.8,287.0,72
35.3,-78.05,22.2,16.4,32.5,286.0,72
35.3,-77.8,21.0,15.5,30.8,284.0,72
35.3,-77.55,18.6,13.7,27.2,282.0,72
35.3,-77.3,17.5,12.9,25.7,281.0,72
35.3,-77.05,18.6,13.7,27.2,280.0,72
35.3,-76.8,19.3,14.2,28.3,279.0,72
35.3,-76.55,19.2,14.2,28.2,278.0,72
35.3,-76.3,19.0,14.0,30.2,206.0,72
35.3,-76.05,18.7,13.8,29.6,206.0,72
35.3,-75.8,17.1,12.6,27.2,206.0,72
35.3,-75.55,14.7,10.9,23.4,206.0,72
35.3,-75.3,13.8,10.2,21.9,206.0,72
35.55,-84.3,12.2,9.0,17.8,52.0,72
35.55,-84.05,12.7,9.4,18.6,50.0,72
35.55,-83.8,14.6,10.8,21.4,47.0,72
35.55,-83.55,16.8,12.4,30.5,45.0,72
35.55,-83.3,17.4,12.8,31.4,42.0,72
35.55,-83.05,16.7,12.3,30.2,39.0,72
35.55,-82.8,17.4,12.8,31.5,35.0,72
35.55,-82.55,20.3,15.0,36.8,30.0,72
35.55,-82.3,23.4,17.3,42.4,25.0,72
35.55,-82.05,25.5,18.8,46.2,19.0,72
35.55,-81.8,27.4,20.2,49.5,12.0,72
35.55,-81.55,28.9,21.3,52.3,5.0,72
35.55,-81.3,28.4,21.0,51.4,356.0,72
35.55,-81.05,26.2,19.3,47.4,348.0,72
35.55,-80.8,25.2,18.6,45.7,340.0,72
35.55,-80.55,26.7,19.7,48.3,332.0,72
35.55,-80.3,27.7,20.5,50.2,325.0,72
35.55,-80.05,26.2,19.3,47.4,318.0,72
35.55,-79.8,23.5,17.3,42.5,313.0,72
35.55,-79.55,21.9,16.1,39.6,308.0,72
35.55,-79.3,21.1,15.5,38.1,303.0,72
35.55,-79.05,20.2,14.9,36.5,300.0,72
35.55,-78.8,20.2,14.9,36.5,297.0,72
35.55,-78.55,21.7,16.0,31.7,294.0,72
35.55,-78.3,22.8,16.8,33.4,291.0,72
35.55,-78.05,21.6,15.9,31.6,289.0,72
35.55,-77.8,19.1,14.1,27.9,287.0,72
35.55,-77.55,17.7,13.1,25.9,286.0,72
35.55,-77.3,18.5,13.6,27.0,284.0,72
35.55,-77.05,19.2,14.2,28.1,283.0,72
35.55,-76.8,19.0,14.0,27.9,282.0,72
35.55,-76.55,18.7,13.8,27.4,281.0,72
35.55,-76.3,18.2,13.4,28.9,206.0,72
35.55,-76.05,16.6,12.3,26.4,206.0,72
35.55,-75.8,14.4,10.6,22.8,206.0,72
35.55,-75.55,13.5,10.0,21.5,206.0,72
35.55,-75.3,14.8,10.9,23.5,206.0,72
35.8,-84.3,11.6,8.6,17.0,48.0,72
35.8,-84.05,13.5,9.9,19.7,46.0,72
35.8,-83.8,15.5,11.4,22.7,44.0,72
35.8,-83.55,16.0,11.8,23.4,41.0,72
35.8,-83.3,15.5,11.4,28.0,38.0,72
35.8,-83.05,16.4,12.1,29.6,35.0,72
35.8,-82.8,19.3,14.2,34.8,31.0,72
35.8,-82.55,22.3,16.4,40.3,26.0,72
35.8,-82.3,24.2,17.8,43.7,21.0,72
35.8,-82.05,25.8,19.0,46.7,16.0,72
35.8,-81.8,27.1,20.0,49.1,9.0,72
35.8,-81.55,26.7,19.7,48.2,3.0,72
35.8,-81.3,24.7,18.2,44.7,356.0,72
35.8,-81.05,24.0,17.7,43.4,348.0,72
35.8,-80.8,25.6,18.9,46.3,341.0,72
35.8,-80.55,26.7,19.7,48.4,334.0,72
35.8,-80.3,25.3,18.7,45.8,328.0,72
35.8,-80.05,22.7,16.8,41.2,322.0,72
35.8,-79.8,21.4,15.8,38.7,316.0,72
35.8,-79.55,20.9,15.4,37.8,312.0,72
35.8,-79.3,20.3,15.0,36.7,307.0,72
35.8,-79.05,20.5,15.1,37.1,304.0,72
35.8,-78.8,22.1,16.3,32.3,300.0,72
35.8,-78.55,23.2,17.1,33.9,297.0,72
35.8,-78.3,21.9,16.1,32.0,295.0,72
35.8,-78.05,19.4,14.3,28.4,293.0,72
35.8,-77.8,18.1,13.3,26.5,291.0,72
35.8,-77.55,18.4,13.5,26.9,289.0,72
35.8,-77.3,19.1,14.1,27.9,287.0,72
35.8,-77.05,18.8,13.9,27.5,286.0,72
35.8,-76.8,18.3,13.5,26.8,284.0,72
35.8,-76.55,17.8,13.1,26.0,283.0,72
35.8,-76.3,16.1,11.9,25.6,206.0,72
35.8,-76.05,14.0,10.3,22.2,206.0,72
35.8,-75.8,13.3,9.8,21.2,206.0,72
35.8,-75.55,14.7,10.9,23.4,206.0,72
35.8,-75.3,16.1,11.9,25.6,206.0,72
36.05,-84.3,12.3,9.1,18.0,45.0,72
36.05,-84.05,14.2,10.5,20.8,43.0,72
36.05,-83.8,14.7,10.8,21.5,41.0,72
36.05,-83.55,14.3,10.6,21.0,38.0,72
36.05,-83.3,15.3,11.3,22.4,35.0,72
36.05,-83.05,18.1,13.4,32.8,31.0,72
36.05,-82.8,21.0,15.5,38.0,27.0,72
36.05,-82.55,22.8,16.8,41.2,23.0,72
36.05,-82.3,24.1,17.8,43.7,18.0,72
36.05,-82.05,25.3,18.6,45.7,13.0,72
36.05,-81.8,24.8,18.3,44.9,7.0,72
36.05,-81.55,23.1,17.1,41.8,1.0,72
36.05,-81.3,22.6,16.7,41.0,355.0,72
36.05,-81.05,24.3,17.9,43.9,349.0,72
36.05,-80.8,25.5,18.8,46.1,342.0,72
36.05,-80.55,24.2,17.8,43.7,336.0,72
36.05,-80.3,21.8,16.1,39.4,330.0,72
36.05,-80.05,20.7,15.2,37.4,324.0,72
36.05,-79.8,20.5,15.1,37.1,319.0,72
36.05,-79.55,20.3,14.9,36.6,315.0,72
36.05,-79.3,20.7,15.2,37.4,311.0,72
36.05,-79.05,22.3,16.4,32.6,307.0,72
36.05,-78.8,23.3,17.2,34.2,304.0,72
36.05,-78.55,22.0,16.2,32.2,301.0,72
36.05,-78.3,19.5,14.4,28.6,298.0,72
36.05,-78.05,18.3,13.5,26.8,296.0,72
36.05,-77.8,18.4,13.5,26.9,294.0,72
36.05,-77.55,18.9,14.0,27.7,292.0,72
36.05,-77.3,18.5,13.7,27.1,290.0,72
36.05,-77.05,17.9,13.2,26.2,289.0,72
36.05,-76.8,17.3,12.7,25.3,287.0,72
36.05,-76.55,15.7,11.6,24.9,206.0,72
36.05,-76.3,13.7,10.1,21.7,206.0,72
36.05,-76.05,13.2,9.7,20.9,206.0,72
36.05,-75.8,14.7,10.8,23.3,206.0,72
36.05,-75.55,16.1,11.8,25.5,206.0,72
36.05,-75.3,15.8,11.6,25.1,206.0,72
36.3,-84.3,13.0,9.6,19.1,42.0,72
36.3,-84.05,13.4,9.9,19.6,40.0,72
36.3,-83.8,13.2,9.7,19.3,37.0,72
36.3,-83.55,14.2,10.5,20.8,35.0,72
36.3,-83.3,17.0,12.5,24.8,32.0,72
36.3,-83.05,19.7,14.5,28.8,28.0,72
36.3,-82.8,21.3,15.7,38.5,24.0,72
36.3,-82.55,22.4,16.5,40.6,20.0,72
36.3,-82.3,23.4,17.2,42.3,16.0,72
36.3,-82.05,23.0,16.9,41.6,11.0,72
36.3,-81.8,21.5,15.8,38.9,6.0,72
36.3,-81.55,21.2,15.6,38.4,,72
36.3,-81.3,22.9,16.9,41.4,354.0,72
36.3,-81.05,24.1,17.8,43.6,349.0,72
36.3,-80.8,22.9,16.9,41.4,343.0,72
36.3,-80.55,20.7,15.3,37.5,337.0,72
36.3,-80.3,19.8,14.6,35.9,332.0,72
36.3,-80.05,20.0,14.7,36.1,327.0,72
36.3,-79.8,20.0,14.8,36.3,322.0,72
36.3,-79.55,20.6,15.2,37.3,318.0,72
36.3,-79.3,22.3,16.4,32.6,314.0,72
36.3,-79.05,23.3,17.1,34.0,310.0,72
36.3,-78.8,21.9,16.2,32.1,307.0,72
36.3,-78.55,19.5,14.4,28.5,304.0,72
36.3,-78.3,18.3,13.5,26.8,301.0,72
36.3,-78.05,18.5,13.7,27.1,299.0,72
36.3,-77.8,18.8,13.8,27.4,297.0,72
36.3,-77.55,18.2,13.5,26.7,295.0,72
36.3,-77.3,17.5,12.9,25.6,293.0,72
36.3,-77.05,16.8,12.4,24.6,291.0,72
36.3,-76.8,15.3,11.3,22.3,290.0,72
36.3,-76.55,13.4,9.9,21.2,206.0,72
36.3,-76.3,13.0,9.6,20.7,206.0,72
36.3,-76.05,14.6,10.8,23.2,206.0,72
36.3,-75.8,16.0,11.8,25.4,206.0,72
36.3,-75.55,15.7,11.6,24.9,206.0,72
36.3,-75.3,14.8,10.9,23.5,206.0,72
36.55,-84.3,12.8,9.5,18.8,40.0,72
36.55,-84.05,12.0,8.9,17.6,37.0,72
36.55,-83.8,13.1,9.7,19.2,35.0,72
36.55,-83.55,15.8,11.6,23.1,32.0,72
36.55,-83.3,18.3,13.5,26.8,29.0,72
36.55,-83.05,19.7,14.5,28.8,26.0,72
36.55,-82.8,20.7,15.2,30.2,22.0,72
36.55,-82.55,21.4,15.8,31.4,18.0,72
36.55,-82.3,21.1,15.5,38.2,14.0,72
36.55,-82.05,19.8,14.6,35.9,9.0,72
36.55,-81.8,19.7,14.5,35.7,4.0,72
36.55,-81.55,21.4,15.8,38.7,359.0,72
36.55,-81.3,22.6,16.7,40.9,354.0,72
36.55,-81.05,21.5,15.8,38.9,349.0,72
36.55,-80.8,19.5,14.4,35.3,344.0,72
36.55,-80.55,18.9,13.9,34.2,338.0,72
36.55,-80.3,19.3,14.2,35.0,333.0,72
36.55,-80.05,19.7,14.5,35.6,329.0,72
36.55,-79.8,20.4,15.0,29.8,324.0,72
36.55,-79.55,22.0,16.2,32.2,320.0,72
36.55,-79.3,22.9,16.9,33.6,316.0,72
36.55,-79.05,21.6,15.9,31.6,313.0,72
36.55,-78.8,19.2,14.2,28.1,310.0,72
36.55,-78.55,18.2,13.4,26.6,307.0,72
36.55,-78.3,18.5,13.6,27.0,304.0,72
36.55,-78.05,18.6,13.7,27.2,302.0,72
36.55,-77.8,17.9,13.2,26.3,299.0,72
36.55,-77.55,17.1,12.6,25.0,297.0,72
36.55,-77.3,16.3,12.0,23.8,295.0,72
36.55,-77.05,14.8,10.9,21.7,294.0,72
36.55,-76.8,13.1,9.7,20.8,206.0,72
36.55,-76.55,12.9,9.5,20.5,206.0,72
36.55,-76.3,14.6,10.8,23.2,206.0,72
36.55,-76.05,16.0,11.8,25.4,206.0,72
36.55,-75.8,15.6,11.5,24.8,206.0,72
36.55,-75.55,14.7,10.9,23.4,206.0,72
36.55,-75.3,14.9,11.0,23.6,206.0,72
